date,store_id,product_id,sales,promo,holiday,weekend,stockout,unit_price,revenue
2024-03-15,S2,P3,36,0,0,0,0,7.75,279.00
2024-03-16,S1,P1,56,1,0,1,0,8.99,503.44
2024-03-16,S1,P2,42,0,0,1,0,12.50,525.00
2024-03-16,S1,P3,35,0,0,1,0,7.75,271.25
2024-03-16,S2,P1,50,0,0,1,0,9.99,499.50
2024-03-16,S2,P2,47,0,0,1,0,12.50,587.50
2024-03-16,S2,P3,41,0,0,1,0,7.75,317.75
2024-03-17,S1,P1,48,1,0,1,0,8.99,431.52
2024-03-17,S1,P2,37,0,0,1,0,12.50,462.50
2024-03-17,S1,P3,32,0,0,1,0,7.75,248.00
2024-03-17,S2,P1,46,0,0,1,0,9.99,459.54
2024-03-17,S2,P2,45,0,0,1,0,12.50,562.50
2024-03-17,S2,P3,35,0,0,1,0,7.75,271.25
2024-03-18,S1,P1,45,0,0,0,0,9.99,449.55
2024-03-18,S1,P2,42,0,0,0,0,12.50,525.00
2024-03-18,S1,P3,31,0,0,0,0,7.75,240.25
2024-03-18,S2,P1,43,0,0,0,0,9.99,429.57
2024-03-18,S2,P2,43,0,0,0,0,12.50,537.50
2024-03-18,S2,P3,31,0,0,0,0,7.75,240.25
2024-03-19,S1,P1,41,0,0,0,0,9.99,409.59
2024-03-19,S1,P2,37,0,0,0,0,12.50,462.50
2024-03-19,S1,P3,34,0,0,0,0,7.75,263.50
2024-03-19,S2,P1,60,1,0,0,0,8.99,539.40
2024-03-19,S2,P2,48,0,0,0,0,12.50,600.00
2024-03-19,S2,P3,33,0,0,0,0,7.75,255.75
2024-03-20,S1,P1,40,0,0,0,0,9.99,399.60
2024-03-20,S1,P2,38,0,0,0,0,12.50,475.00
2024-03-20,S1,P3,15,0,0,0,1,7.75,116.25
2024-03-20,S2,P1,54,1,0,0,0,8.99,485.46
2024-03-20,S2,P2,43,0,0,0,0,12.50,537.50
2024-03-20,S2,P3,33,0,0,0,0,7.75,255.75
2024-03-21,S1,P1,40,0,0,0,0,9.99,399.60
2024-03-21,S1,P2,42,0,0,0,0,12.50,525.00
2024-03-21,S1,P3,33,0,0,0,0,7.75,255.75
2024-03-21,S2,P1,59,1,0,0,0,8.99,530.41
2024-03-21,S2,P2,44,0,0,0,0,12.50,550.00
2024-03-21,S2,P3,36,0,0,0,0,7.75,279.00
2024-03-22,S1,P1,46,0,0,0,0,9.99,459.54
2024-03-22,S1,P2,40,0,0,0,0,12.50,500.00
2024-03-22,S1,P3,31,0,0,0,0,7.75,240.25
2024-03-22,S2,P1,53,0,0,0,0,9.99,529.47
2024-03-22,S2,P2,40,0,0,0,0,12.50,500.00
2024-03-22,S2,P3,35,0,0,0,0,7.75,271.25
2024-03-23,S1,P1,44,0,0,1,0,9.99,439.56
2024-03-23,S1,P2,42,0,0,1,0,12.50,525.00
2024-03-23,S1,P3,36,0,0,1,0,7.75,279.00
2024-03-23,S2,P1,54,0,0,1,0,9.99,539.46
2024-03-23,S2,P2,44,0,0,1,0,12.50,550.00
2024-03-23,S2,P3,32,0,0,1,0,7.75,248.00
2024-03-24,S1,P1,45,0,0,1,0,9.99,449.55
2024-03-24,S1,P2,36,0,0,1,0,12.50,450.00
2024-03-24,S1,P3,34,0,0,1,0,7.75,263.50
2024-03-24,S2,P1,52,0,0,1,0,9.99,519.48
2024-03-24,S2,P2,42,0,0,1,0,12.50,525.00
2024-03-24,S2,P3,36,0,0,1,0,7.75,279.00
2024-03-25,S1,P1,43,0,0,0,0,9.99,429.57
2024-03-25,S1,P2,33,0,0,0,0,12.50,412.50
2024-03-25,S1,P3,34,0,0,0,0,7.75,263.50
2024-03-25,S2,P1,50,0,0,0,0,9.99,499.50
2024-03-25,S2,P2,43,0,0,0,0,12.50,537.50
2024-03-25,S2,P3,28,0,0,0,0,7.75,217.00
2024-03-26,S1,P1,45,0,0,0,0,9.99,449.55
2024-03-26,S1,P2,34,0,0,0,0,12.50,425.00
2024-03-26,S1,P3,36,0,0,0,0,7.75,279.00
2024-03-26,S2,P1,49,0,0,0,0,9.99,489.51
2024-03-26,S2,P2,41,0,0,0,0,12.50,512.50
2024-03-26,S2,P3,32,0,0,0,0,7.75,248.00
2024-03-27,S1,P1,44,0,0,0,0,9.99,439.56
2024-03-27,S1,P2,34,0,0,0,0,12.50,425.00
2024-03-27,S1,P3,28,0,0,0,0,7.75,217.00
2024-03-27,S2,P1,46,0,0,0,0,9.99,459.54
2024-03-27,S2,P2,41,0,0,0,0,12.50,512.50
2024-03-27,S2,P3,41,0,0,0,0,7.75,317.75
2024-03-28,S1,P1,47,0,0,0,0,9.99,469.53
2024-03-28,S1,P2,41,0,0,0,0,12.50,512.50
2024-03-28,S1,P3,37,0,0,0,0,7.75,286.75
2024-03-28,S2,P1,46,0,0,0,0,9.99,459.54
2024-03-28,S2,P2,48,0,0,0,0,12.50,600.00
2024-03-28,S2,P3,35,0,0,0,0,7.75,271.25
2024-03-29,S1,P1,51,0,0,0,0,9.99,509.49
2024-03-29,S1,P2,41,0,0,0,0,12.50,512.50
2024-03-29,S1,P3,39,0,0,0,0,7.75,302.25
2024-03-29,S2,P1,57,0,0,0,0,9.99,569.43
2024-03-29,S2,P2,49,0,0,0,0,12.50,612.50
2024-03-29,S2,P3,36,0,0,0,0,7.75,279.00
2024-03-30,S1,P1,46,0,0,1,0,9.99,459.54
2024-03-30,S1,P2,43,0,0,1,0,12.50,537.50
2024-03-30,S1,P3,41,1,0,1,0,6.98,286.18
2024-03-30,S2,P1,53,0,0,1,0,9.99,529.47
2024-03-30,S2,P2,50,0,0,1,0,12.50,625.00
2024-03-30,S2,P3,38,0,0,1,0,7.75,294.50
2024-03-31,S1,P1,47,0,0,1,0,9.99,469.53
2024-03-31,S1,P2,36,0,0,1,0,12.50,450.00
2024-03-31,S1,P3,38,1,0,1,0,6.98,265.24
2024-03-31,S2,P1,56,0,0,1,0,9.99,559.44
2024-03-31,S2,P2,40,0,0,1,0,12.50,500.00
2024-03-31,S2,P3,34,0,0,1,0,7.75,263.50
2024-04-01,S1,P1,45,0,0,0,0,9.99,449.55
2024-04-01,S1,P2,39,0,0,0,0,12.50,487.50
2024-04-01,S1,P3,35,1,0,0,0,6.98,244.30
2024-04-01,S2,P1,49,0,0,0,0,9.99,489.51
2024-04-01,S2,P2,44,0,0,0,0,12.50,550.00
2024-04-01,S2,P3,31,0,0,0,0,7.75,240.25
2024-04-02,S1,P1,46,0,0,0,0,9.99,459.54
2024-04-02,S1,P2,40,0,0,0,0,12.50,500.00
2024-04-02,S1,P3,35,0,0,0,0,7.75,271.25
2024-04-02,S2,P1,53,0,0,0,0,9.99,529.47
2024-04-02,S2,P2,43,0,0,0,0,12.50,537.50
2024-04-02,S2,P3,32,0,0,0,0,7.75,248.00
2024-04-03,S1,P1,43,0,0,0,0,9.99,429.57
2024-04-03,S1,P2,36,0,0,0,0,12.50,450.00
2024-04-03,S1,P3,33,0,0,0,0,7.75,255.75
2024-04-03,S2,P1,47,0,0,0,0,9.99,469.53
2024-04-03,S2,P2,43,0,0,0,0,12.50,537.50
2024-04-03,S2,P3,39,1,0,0,0,6.98,272.22
2024-04-04,S1,P1,47,0,0,0,0,9.99,469.53
2024-04-04,S1,P2,43,0,0,0,0,12.50,537.50
2024-04-04,S1,P3,36,0,0,0,0,7.75,279.00
2024-04-04,S2,P1,51,0,0,0,0,9.99,509.49
2024-04-04,S2,P2,43,0,0,0,0,12.50,537.50
2024-04-04,S2,P3,40,1,0,0,0,6.98,279.20
2024-04-05,S1,P1,46,0,0,0,0,9.99,459.54
2024-04-05,S1,P2,45,0,0,0,0,12.50,562.50
2024-04-05,S1,P3,38,0,0,0,0,7.75,294.50
2024-04-05,S2,P1,53,0,0,0,0,9.99,529.47
2024-04-05,S2,P2,40,0,0,0,0,12.50,500.00
2024-04-05,S2,P3,42,1,0,0,0,6.98,293.16
2024-04-06,S1,P1,44,0,0,1,0,9.99,439.56
2024-04-06,S1,P2,19,0,0,1,1,12.50,237.50
2024-04-06,S1,P3,38,0,0,1,0,7.75,294.50
2024-04-06,S2,P1,46,0,0,1,0,9.99,459.54
2024-04-06,S2,P2,43,0,0,1,0,12.50,537.50
2024-04-06,S2,P3,34,0,0,1,0,7.75,263.50
2024-04-07,S1,P1,49,0,0,1,0,9.99,489.51
2024-04-07,S1,P2,37,0,0,1,0,12.50,462.50
2024-04-07,S1,P3,35,0,0,1,0,7.75,271.25
2024-04-07,S2,P1,45,0,0,1,0,9.99,449.55
2024-04-07,S2,P2,42,0,0,1,0,12.50,525.00
2024-04-07,S2,P3,33,0,0,1,0,7.75,255.75
2024-04-08,S1,P1,41,0,0,0,0,9.99,409.59
2024-04-08,S1,P2,36,0,0,0,0,12.50,450.00
2024-04-08,S1,P3,31,0,0,0,0,7.75,240.25
2024-04-08,S2,P1,48,0,0,0,0,9.99,479.52
2024-04-08,S2,P2,45,0,0,0,0,12.50,562.50
2024-04-08,S2,P3,29,0,0,0,0,7.75,224.75
2024-04-09,S1,P1,42,0,0,0,0,9.99,419.58
2024-04-09,S1,P2,30,0,0,0,0,12.50,375.00
2024-04-09,S1,P3,36,0,0,0,0,7.75,279.00
2024-04-09,S2,P1,47,0,0,0,0,9.99,469.53
2024-04-09,S2,P2,44,0,0,0,0,12.50,550.00
2024-04-09,S2,P3,33,0,0,0,0,7.75,255.75
2024-04-10,S1,P1,47,0,0,0,0,9.99,469.53
2024-04-10,S1,P2,44,1,0,0,0,11.25,495.00
2024-04-10,S1,P3,32,0,0,0,0,7.75,248.00
2024-04-10,S2,P1,53,0,0,0,0,9.99,529.47
2024-04-10,S2,P2,44,0,0,0,0,12.50,550.00
2024-04-10,S2,P3,29,0,0,0,0,7.75,224.75
2024-04-11,S1,P1,40,0,0,0,0,9.99,399.60
2024-04-11,S1,P2,56,1,0,0,0,11.25,630.00
2024-04-11,S1,P3,34,0,0,0,0,7.75,263.50
2024-04-11,S2,P1,53,0,0,0,0,9.99,529.47
2024-04-11,S2,P2,44,0,0,0,0,12.50,550.00
2024-04-11,S2,P3,38,0,0,0,0,7.75,294.50
2024-04-12,S1,P1,50,0,0,0,0,9.99,499.50
2024-04-12,S1,P2,50,1,0,0,0,11.25,562.50
2024-04-12,S1,P3,38,0,0,0,0,7.75,294.50
2024-04-12,S2,P1,46,0,0,0,0,9.99,459.54
2024-04-12,S2,P2,51,0,0,0,0,12.50,637.50
2024-04-12,S2,P3,33,0,0,0,0,7.75,255.75
2024-04-13,S1,P1,47,0,0,1,0,9.99,469.53
2024-04-13,S1,P2,35,0,0,1,0,12.50,437.50
2024-04-13,S1,P3,43,0,0,1,0,7.75,333.25
2024-04-13,S2,P1,55,0,0,1,0,9.99,549.45
2024-04-13,S2,P2,43,0,0,1,0,12.50,537.50
2024-04-13,S2,P3,37,0,0,1,0,7.75,286.75
2024-04-14,S1,P1,51,0,0,1,0,9.99,509.49
2024-04-14,S1,P2,44,0,0,1,0,12.50,550.00
2024-04-14,S1,P3,32,0,0,1,0,7.75,248.00
2024-04-14,S2,P1,49,0,0,1,0,9.99,489.51
2024-04-14,S2,P2,46,1,0,1,0,11.25,517.50
2024-04-14,S2,P3,37,0,0,1,0,7.75,286.75
2024-04-15,S1,P1,42,0,0,0,0,9.99,419.58
2024-04-15,S1,P2,40,0,0,0,0,12.50,500.00
2024-04-15,S1,P3,35,0,0,0,0,7.75,271.25
2024-04-15,S2,P1,48,0,0,0,0,9.99,479.52
2024-04-15,S2,P2,47,1,0,0,0,11.25,528.75
2024-04-15,S2,P3,32,0,0,0,0,7.75,248.00
2024-04-16,S1,P1,45,0,0,0,0,9.99,449.55
2024-04-16,S1,P2,35,0,0,0,0,12.50,437.50
2024-04-16,S1,P3,29,0,0,0,0,7.75,224.75
2024-04-16,S2,P1,52,0,0,0,0,9.99,519.48
2024-04-16,S2,P2,45,1,0,0,0,11.25,506.25
2024-04-16,S2,P3,32,0,0,0,0,7.75,248.00
2024-04-17,S1,P1,45,0,0,0,0,9.99,449.55
2024-04-17,S1,P2,43,0,0,0,0,12.50,537.50
2024-04-17,S1,P3,29,0,0,0,0,7.75,224.75
2024-04-17,S2,P1,50,0,0,0,0,9.99,499.50
2024-04-17,S2,P2,37,0,0,0,0,12.50,462.50
2024-04-17,S2,P3,35,0,0,0,0,7.75,271.25
2024-04-18,S1,P1,42,0,0,0,0,9.99,419.58
2024-04-18,S1,P2,36,0,0,0,0,12.50,450.00
2024-04-18,S1,P3,35,0,0,0,0,7.75,271.25
2024-04-18,S2,P1,51,0,0,0,0,9.99,509.49
2024-04-18,S2,P2,39,0,0,0,0,12.50,487.50
2024-04-18,S2,P3,35,0,0,0,0,7.75,271.25
2024-04-19,S1,P1,47,0,0,0,0,9.99,469.53
2024-04-19,S1,P2,43,0,0,0,0,12.50,537.50
2024-04-19,S1,P3,41,0,0,0,0,7.75,317.75
2024-04-19,S2,P1,59,0,0,0,0,9.99,589.41
2024-04-19,S2,P2,46,0,0,0,0,12.50,575.00
2024-04-19,S2,P3,34,0,0,0,0,7.75,263.50
2024-04-20,S1,P1,47,0,0,1,0,9.99,469.53
2024-04-20,S1,P2,38,0,0,1,0,12.50,475.00
2024-04-20,S1,P3,35,0,0,1,0,7.75,271.25
2024-04-20,S2,P1,49,0,0,1,0,9.99,489.51
2024-04-20,S2,P2,45,0,0,1,0,12.50,562.50
2024-04-20,S2,P3,37,0,0,1,0,7.75,286.75
2024-04-21,S1,P1,52,1,0,1,0,8.99,467.48
2024-04-21,S1,P2,39,0,0,1,0,12.50,487.50
2024-04-21,S1,P3,32,0,0,1,0,7.75,248.00
2024-04-21,S2,P1,47,0,0,1,0,9.99,469.53
2024-04-21,S2,P2,43,0,0,1,0,12.50,537.50
2024-04-21,S2,P3,32,0,0,1,0,7.75,248.00
2024-04-22,S1,P1,53,1,0,0,0,8.99,476.47
2024-04-22,S1,P2,37,0,0,0,0,12.50,462.50
2024-04-22,S1,P3,34,0,0,0,0,7.75,263.50
2024-04-22,S2,P1,49,0,0,0,0,9.99,489.51
2024-04-22,S2,P2,42,0,0,0,0,12.50,525.00
2024-04-22,S2,P3,31,0,0,0,0,7.75,240.25
2024-04-23,S1,P1,22,1,0,0,1,8.99,197.78
2024-04-23,S1,P2,38,0,0,0,0,12.50,475.00
2024-04-23,S1,P3,33,0,0,0,0,7.75,255.75
2024-04-23,S2,P1,49,0,0,0,0,9.99,489.51
2024-04-23,S2,P2,42,0,0,0,0,12.50,525.00
2024-04-23,S2,P3,34,0,0,0,0,7.75,263.50
2024-04-24,S1,P1,42,0,0,0,0,9.99,419.58
2024-04-24,S1,P2,41,0,0,0,0,12.50,512.50
2024-04-24,S1,P3,31,0,0,0,0,7.75,240.25
2024-04-24,S2,P1,51,0,0,0,0,9.99,509.49
2024-04-24,S2,P2,39,0,0,0,0,12.50,487.50
2024-04-24,S2,P3,32,0,0,0,0,7.75,248.00
2024-04-25,S1,P1,40,0,0,0,0,9.99,399.60
2024-04-25,S1,P2,43,0,0,0,0,12.50,537.50
2024-04-25,S1,P3,30,0,0,0,0,7.75,232.50
2024-04-25,S2,P1,52,1,0,0,0,8.99,467.48
2024-04-25,S2,P2,41,0,0,0,0,12.50,512.50
2024-04-25,S2,P3,35,0,0,0,0,7.75,271.25
2024-04-26,S1,P1,44,0,0,0,0,9.99,439.56
2024-04-26,S1,P2,39,0,0,0,0,12.50,487.50
2024-04-26,S1,P3,37,0,0,0,0,7.75,286.75
2024-04-26,S2,P1,56,1,0,0,0,8.99,503.44
2024-04-26,S2,P2,45,0,0,0,0,12.50,562.50
2024-04-26,S2,P3,35,0,0,0,0,7.75,271.25
2024-04-27,S1,P1,49,0,0,1,0,9.99,489.51
2024-04-27,S1,P2,43,0,0,1,0,12.50,537.50
2024-04-27,S1,P3,29,0,0,1,0,7.75,224.75
2024-04-27,S2,P1,57,1,0,1,0,8.99,512.43
2024-04-27,S2,P2,43,0,0,1,0,12.50,537.50
2024-04-27,S2,P3,33,0,0,1,0,7.75,255.75
2024-04-28,S1,P1,47,0,0,1,0,9.99,469.53
2024-04-28,S1,P2,40,0,0,1,0,12.50,500.00
2024-04-28,S1,P3,33,0,0,1,0,7.75,255.75
2024-04-28,S2,P1,45,0,0,1,0,9.99,449.55
2024-04-28,S2,P2,44,0,0,1,0,12.50,550.00
2024-04-28,S2,P3,34,0,0,1,0,7.75,263.50
2024-04-29,S1,P1,43,0,0,0,0,9.99,429.57
2024-04-29,S1,P2,39,0,0,0,0,12.50,487.50
2024-04-29,S1,P3,30,0,0,0,0,7.75,232.50
2024-04-29,S2,P1,48,0,0,0,0,9.99,479.52
2024-04-29,S2,P2,38,0,0,0,0,12.50,475.00
2024-04-29,S2,P3,26,0,0,0,0,7.75,201.50
2024-04-30,S1,P1,37,0,0,0,0,9.99,369.63
2024-04-30,S1,P2,41,0,0,0,0,12.50,512.50
2024-04-30,S1,P3,32,0,0,0,0,7.75,248.00
2024-04-30,S2,P1,47,0,0,0,0,9.99,469.53
2024-04-30,S2,P2,41,0,0,0,0,12.50,512.50
2024-04-30,S2,P3,29,0,0,0,0,7.75,224.75
2024-05-01,S1,P1,44,0,0,0,0,9.99,439.56
2024-05-01,S1,P2,37,0,0,0,0,12.50,462.50
2024-05-01,S1,P3,38,0,0,0,0,7.75,294.50
2024-05-01,S2,P1,50,0,0,0,0,9.99,499.50
2024-05-01,S2,P2,38,0,0,0,0,12.50,475.00
2024-05-01,S2,P3,38,0,0,0,0,7.75,294.50
2024-05-02,S1,P1,46,0,0,0,0,9.99,459.54
2024-05-02,S1,P2,37,0,0,0,0,12.50,462.50
2024-05-02,S1,P3,29,0,0,0,0,7.75,224.75
2024-05-02,S2,P1,45,0,0,0,0,9.99,449.55
2024-05-02,S2,P2,44,0,0,0,0,12.50,550.00
2024-05-02,S2,P3,27,0,0,0,0,7.75,209.25
2024-05-03,S1,P1,47,0,0,0,0,9.99,469.53
2024-05-03,S1,P2,37,0,0,0,0,12.50,462.50
2024-05-03,S1,P3,35,0,0,0,0,7.75,271.25
2024-05-03,S2,P1,54,0,0,0,0,9.99,539.46
2024-05-03,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-03,S2,P3,37,0,0,0,0,7.75,286.75
2024-05-04,S1,P1,45,0,0,1,0,9.99,449.55
2024-05-04,S1,P2,39,0,0,1,0,12.50,487.50
2024-05-04,S1,P3,41,0,0,1,0,7.75,317.75
2024-05-04,S2,P1,52,0,0,1,0,9.99,519.48
2024-05-04,S2,P2,49,0,0,1,0,12.50,612.50
2024-05-04,S2,P3,33,0,0,1,0,7.75,255.75
2024-05-05,S1,P1,41,0,0,1,0,9.99,409.59
2024-05-05,S1,P2,40,0,0,1,0,12.50,500.00
2024-05-05,S1,P3,36,0,0,1,0,7.75,279.00
2024-05-05,S2,P1,52,0,0,1,0,9.99,519.48
2024-05-05,S2,P2,42,0,0,1,0,12.50,525.00
2024-05-05,S2,P3,36,0,0,1,0,7.75,279.00
2024-05-06,S1,P1,42,0,0,0,0,9.99,419.58
2024-05-06,S1,P2,43,0,0,0,0,12.50,537.50
2024-05-06,S1,P3,41,1,0,0,0,6.98,286.18
2024-05-06,S2,P1,48,0,0,0,0,9.99,479.52
2024-05-06,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-06,S2,P3,25,0,0,0,0,7.75,193.75
2024-05-07,S1,P1,47,0,0,0,0,9.99,469.53
2024-05-07,S1,P2,39,0,0,0,0,12.50,487.50
2024-05-07,S1,P3,40,1,0,0,0,6.98,279.20
2024-05-07,S2,P1,49,0,0,0,0,9.99,489.51
2024-05-07,S2,P2,43,0,0,0,0,12.50,537.50
2024-05-07,S2,P3,34,0,0,0,0,7.75,263.50
2024-05-08,S1,P1,44,0,0,0,0,9.99,439.56
2024-05-08,S1,P2,36,0,0,0,0,12.50,450.00
2024-05-08,S1,P3,40,1,0,0,0,6.98,279.20
2024-05-08,S2,P1,47,0,0,0,0,9.99,469.53
2024-05-08,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-08,S2,P3,33,0,0,0,0,7.75,255.75
2024-05-09,S1,P1,44,0,0,0,0,9.99,439.56
2024-05-09,S1,P2,36,0,0,0,0,12.50,450.00
2024-05-09,S1,P3,36,0,0,0,0,7.75,279.00
2024-05-09,S2,P1,51,0,0,0,0,9.99,509.49
2024-05-09,S2,P2,44,0,0,0,0,12.50,550.00
2024-05-09,S2,P3,33,0,0,0,0,7.75,255.75
2024-05-10,S1,P1,44,0,0,0,0,9.99,439.56
2024-05-10,S1,P2,44,0,0,0,0,12.50,550.00
2024-05-10,S1,P3,34,0,0,0,0,7.75,263.50
2024-05-10,S2,P1,53,0,0,0,0,9.99,529.47
2024-05-10,S2,P2,44,0,0,0,0,12.50,550.00
2024-05-10,S2,P3,41,1,0,0,0,6.98,286.18
2024-05-11,S1,P1,50,0,0,1,0,9.99,499.50
2024-05-11,S1,P2,41,0,0,1,0,12.50,512.50
2024-05-11,S1,P3,36,0,0,1,0,7.75,279.00
2024-05-11,S2,P1,55,0,0,1,0,9.99,549.45
2024-05-11,S2,P2,46,0,0,1,0,12.50,575.00
2024-05-11,S2,P3,40,1,0,1,0,6.98,279.20
2024-05-12,S1,P1,42,0,0,1,0,9.99,419.58
2024-05-12,S1,P2,41,0,0,1,0,12.50,512.50
2024-05-12,S1,P3,34,0,0,1,0,7.75,263.50
2024-05-12,S2,P1,52,0,0,1,0,9.99,519.48
2024-05-12,S2,P2,45,0,0,1,0,12.50,562.50
2024-05-12,S2,P3,37,1,0,1,0,6.98,258.26
2024-05-13,S1,P1,40,0,0,0,0,9.99,399.60
2024-05-13,S1,P2,39,0,0,0,0,12.50,487.50
2024-05-13,S1,P3,34,0,0,0,0,7.75,263.50
2024-05-13,S2,P1,51,0,0,0,0,9.99,509.49
2024-05-13,S2,P2,43,0,0,0,0,12.50,537.50
2024-05-13,S2,P3,33,0,0,0,0,7.75,255.75
2024-05-14,S1,P1,45,0,0,0,0,9.99,449.55
2024-05-14,S1,P2,33,0,0,0,0,12.50,412.50
2024-05-14,S1,P3,37,0,0,0,0,7.75,286.75
2024-05-14,S2,P1,50,0,0,0,0,9.99,499.50
2024-05-14,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-14,S2,P3,34,0,0,0,0,7.75,263.50
2024-05-15,S1,P1,39,0,0,0,0,9.99,389.61
2024-05-15,S1,P2,42,0,0,0,0,12.50,525.00
2024-05-15,S1,P3,35,0,0,0,0,7.75,271.25
2024-05-15,S2,P1,52,0,0,0,0,9.99,519.48
2024-05-15,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-15,S2,P3,27,0,0,0,0,7.75,209.25
2024-05-16,S1,P1,38,0,0,0,0,9.99,379.62
2024-05-16,S1,P2,38,0,0,0,0,12.50,475.00
2024-05-16,S1,P3,33,0,0,0,0,7.75,255.75
2024-05-16,S2,P1,52,0,0,0,0,9.99,519.48
2024-05-16,S2,P2,37,0,0,0,0,12.50,462.50
2024-05-16,S2,P3,30,0,0,0,0,7.75,232.50
2024-05-17,S1,P1,43,0,0,0,0,9.99,429.57
2024-05-17,S1,P2,45,1,0,0,0,11.25,506.25
2024-05-17,S1,P3,39,0,0,0,0,7.75,302.25
2024-05-17,S2,P1,52,0,0,0,0,9.99,519.48
2024-05-17,S2,P2,50,0,0,0,0,12.50,625.00
2024-05-17,S2,P3,32,0,0,0,0,7.75,248.00
2024-05-18,S1,P1,48,0,0,1,0,9.99,479.52
2024-05-18,S1,P2,48,1,0,1,0,11.25,540.00
2024-05-18,S1,P3,35,0,0,1,0,7.75,271.25
2024-05-18,S2,P1,54,0,0,1,0,9.99,539.46
2024-05-18,S2,P2,45,0,0,1,0,12.50,562.50
2024-05-18,S2,P3,38,0,0,1,0,7.75,294.50
2024-05-19,S1,P1,44,0,0,1,0,9.99,439.56
2024-05-19,S1,P2,45,1,0,1,0,11.25,506.25
2024-05-19,S1,P3,32,0,0,1,0,7.75,248.00
2024-05-19,S2,P1,46,0,0,1,0,9.99,459.54
2024-05-19,S2,P2,41,0,0,1,0,12.50,512.50
2024-05-19,S2,P3,28,0,0,1,0,7.75,217.00
2024-05-20,S1,P1,38,0,0,0,0,9.99,379.62
2024-05-20,S1,P2,39,0,0,0,0,12.50,487.50
2024-05-20,S1,P3,33,0,0,0,0,7.75,255.75
2024-05-20,S2,P1,45,0,0,0,0,9.99,449.55
2024-05-20,S2,P2,43,0,0,0,0,12.50,537.50
2024-05-20,S2,P3,30,0,0,0,0,7.75,232.50
2024-05-21,S1,P1,42,0,0,0,0,9.99,419.58
2024-05-21,S1,P2,32,0,0,0,0,12.50,400.00
2024-05-21,S1,P3,36,0,0,0,0,7.75,279.00
2024-05-21,S2,P1,48,0,0,0,0,9.99,479.52
2024-05-21,S2,P2,47,1,0,0,0,11.25,528.75
2024-05-21,S2,P3,14,0,0,0,1,7.75,108.50
2024-05-22,S1,P1,40,0,0,0,0,9.99,399.60
2024-05-22,S1,P2,40,0,0,0,0,12.50,500.00
2024-05-22,S1,P3,30,0,0,0,0,7.75,232.50
2024-05-22,S2,P1,49,0,0,0,0,9.99,489.51
2024-05-22,S2,P2,49,1,0,0,0,11.25,551.25
2024-05-22,S2,P3,30,0,0,0,0,7.75,232.50
2024-05-23,S1,P1,46,0,0,0,0,9.99,459.54
2024-05-23,S1,P2,33,0,0,0,0,12.50,412.50
2024-05-23,S1,P3,32,0,0,0,0,7.75,248.00
2024-05-23,S2,P1,48,0,0,0,0,9.99,479.52
2024-05-23,S2,P2,52,1,0,0,0,11.25,585.00
2024-05-23,S2,P3,30,0,0,0,0,7.75,232.50
2024-05-24,S1,P1,45,0,0,0,0,9.99,449.55
2024-05-24,S1,P2,41,0,0,0,0,12.50,512.50
2024-05-24,S1,P3,38,0,0,0,0,7.75,294.50
2024-05-24,S2,P1,51,0,0,0,0,9.99,509.49
2024-05-24,S2,P2,47,0,0,0,0,12.50,587.50
2024-05-24,S2,P3,34,0,0,0,0,7.75,263.50
2024-05-25,S1,P1,43,0,0,1,0,9.99,429.57
2024-05-25,S1,P2,40,0,0,1,0,12.50,500.00
2024-05-25,S1,P3,36,0,0,1,0,7.75,279.00
2024-05-25,S2,P1,54,0,0,1,0,9.99,539.46
2024-05-25,S2,P2,48,0,0,1,0,12.50,600.00
2024-05-25,S2,P3,30,0,0,1,0,7.75,232.50
2024-05-26,S1,P1,39,0,0,1,0,9.99,389.61
2024-05-26,S1,P2,38,0,0,1,0,12.50,475.00
2024-05-26,S1,P3,34,0,0,1,0,7.75,263.50
2024-05-26,S2,P1,49,0,0,1,0,9.99,489.51
2024-05-26,S2,P2,40,0,0,1,0,12.50,500.00
2024-05-26,S2,P3,34,0,0,1,0,7.75,263.50
2024-05-27,S1,P1,40,0,0,0,0,9.99,399.60
2024-05-27,S1,P2,39,0,0,0,0,12.50,487.50
2024-05-27,S1,P3,35,0,0,0,0,7.75,271.25
2024-05-27,S2,P1,45,0,0,0,0,9.99,449.55
2024-05-27,S2,P2,42,0,0,0,0,12.50,525.00
2024-05-27,S2,P3,33,0,0,0,0,7.75,255.75
2024-05-28,S1,P1,48,1,0,0,0,8.99,431.52
2024-05-28,S1,P2,34,0,0,0,0,12.50,425.00
2024-05-28,S1,P3,32,0,0,0,0,7.75,248.00
2024-05-28,S2,P1,50,0,0,0,0,9.99,499.50
2024-05-28,S2,P2,39,0,0,0,0,12.50,487.50
2024-05-28,S2,P3,37,0,0,0,0,7.75,286.75
2024-05-29,S1,P1,42,1,0,0,0,8.99,377.58
2024-05-29,S1,P2,39,0,0,0,0,12.50,487.50
2024-05-29,S1,P3,33,0,0,0,0,7.75,255.75
2024-05-29,S2,P1,45,0,0,0,0,9.99,449.55
2024-05-29,S2,P2,41,0,0,0,0,12.50,512.50
